Date,Open,High,Low,Close,Adj Close,Volume
2013-11-01T05:00:00Z,1758.7,1813.55,1746.2,1805.81,1805.81,63628190000
2013-10-01T05:00:00Z,1682.41,1775.22,1646.47,1756.54,1756.54,76647400000
2013-09-01T05:00:00Z,1635.95,1729.86,1633.41,1681.55,1681.55,66174410000
2013-08-01T05:00:00Z,1689.42,1709.67,1627.47,1632.97,1632.97,64802810000
2013-07-01T05:00:00Z,1609.78,1698.78,1604.57,1685.73,1685.73,68106820000
2013-06-01T05:00:00Z,1631.71,1654.19,1560.33,1606.28,1606.28,74946790000
2013-05-01T05:00:00Z,1597.55,1687.18,1581.28,1630.74,1630.74,76447250000
2013-04-01T05:00:00Z,1569.18,1597.57,1536.03,1597.57,1597.57,77098000000
2013-03-01T05:00:00Z,1514.68,1570.28,1501.48,1569.19,1569.19,68527110000
2013-02-01T05:00:00Z,1498.11,1530.94,1485.01,1514.68,1514.68,69273480000
2013-01-01T05:00:00Z,1426.19,1509.94,1426.19,1498.11,1498.11,75848510000
2012-12-01T05:00:00Z,1416.34,1448,1398.11,1426.19,1426.19,66388180000
2012-11-01T05:00:00Z,1412.2,1434.27,1343.35,1416.18,1416.18,71489310000
2012-10-01T05:00:00Z,1440.9,1470.96,1403.28,1412.16,1412.16,71752320000
2012-09-01T05:00:00Z,1406.54,1474.51,1396.56,1440.67,1440.67,69784280000
2012-08-01T05:00:00Z,1379.32,1426.68,1354.65,1406.58,1406.58,70283810000
2012-07-01T05:00:00Z,1362.33,1391.74,1325.41,1379.32,1379.32,73103810000
2012-06-01T05:00:00Z,1309.87,1363.46,1266.74,1362.16,1362.16,81582440000
2012-05-01T05:00:00Z,1397.86,1415.32,1291.98,1310.33,1310.33,86920490000
2012-04-01T05:00:00Z,1408.47,1422.38,1357.38,1397.91,1397.91,74761710000
2012-03-01T05:00:00Z,1365.9,1419.15,1340.03,1408.47,1408.47,83899660000
2012-02-01T05:00:00Z,1312.45,1378.04,1312.45,1365.68,1365.68,78385710000
2012-01-01T05:00:00Z,1258.86,1333.47,1258.86,1312.41,1312.41,79567560000
2011-12-01T05:00:00Z,1246.91,1269.37,1202.37,1257.6,1257.6,74742430000
2011-11-01T05:00:00Z,1251,1277.55,1158.66,1246.96,1246.96,84275050000
2011-10-01T05:00:00Z,1131.21,1292.66,1074.77,1253.3,1253.3,98063670000
2011-09-01T05:00:00Z,1219.12,1229.29,1114.22,1131.42,1131.42,102786820000
2011-08-01T05:00:00Z,1292.59,1307.38,1101.54,1218.89,1218.89,108419170000
2011-07-01T05:00:00Z,1320.64,1356.48,1282.86,1292.28,1292.28,81102170000
2011-06-01T05:00:00Z,1345.2,1345.2,1258.07,1320.64,1320.64,86122730000
2011-05-01T05:00:00Z,1365.21,1370.58,1311.8,1345.2,1345.2,81708980000
2011-04-01T05:00:00Z,1329.48,1364.56,1294.7,1363.61,1363.61,77364810000
2011-03-01T05:00:00Z,1328.64,1332.28,1249.05,1325.83,1325.83,89507640000
2011-02-01T05:00:00Z,1289.14,1344.07,1289.14,1327.22,1327.22,59223660000
2011-01-01T05:00:00Z,1257.62,1302.67,1257.62,1286.12,1286.12,92164940000
2010-12-01T05:00:00Z,1186.6,1262.6,1186.6,1257.64,1257.64,80984530000
2010-11-01T05:00:00Z,1185.71,1227.08,1173,1180.55,1180.55,87151070000
2010-10-01T05:00:00Z,1143.49,1196.14,1131.87,1183.26,1183.26,89536270000
2010-09-01T05:00:00Z,1049.72,1157.16,1049.72,1141.2,1141.2,79589450000
2010-08-01T05:00:00Z,1107.53,1129.24,1039.7,1049.33,1049.33,85738250000
2010-07-01T05:00:00Z,1031.1,1120.95,1010.91,1101.6,1101.6,94778110000
2010-06-01T05:00:00Z,1087.3,1131.23,1028.33,1030.71,1030.71,110106750000
2010-05-01T05:00:00Z,1188.58,1205.13,1040.78,1089.41,1089.41,127662780000
2010-04-01T05:00:00Z,1171.23,1219.8,1170.69,1186.69,1186.69,116741910000
2010-03-01T05:00:00Z,1105.36,1180.69,1105.36,1169.43,1169.43,103683550000
2010-02-01T05:00:00Z,1073.89,1112.42,1044.5,1104.49,1104.49,84561340000
2010-01-01T05:00:00Z,1116.56,1150.45,1071.59,1073.87,1073.87,90947580000
2009-12-01T05:00:00Z,1098.89,1130.38,1085.89,1115.1,1115.1,89515330000
2009-11-01T05:00:00Z,1036.18,1113.69,1029.38,1095.63,1095.63,84981530000
2009-10-01T05:00:00Z,1054.91,1101.36,1019.95,1036.19,1036.19,113410990000
2009-09-01T05:00:00Z,1019.52,1080.15,991.97,1057.08,1057.08,112295490000
2009-08-01T05:00:00Z,990.22,1039.47,978.51,1020.62,1020.62,116059270000
2009-07-01T05:00:00Z,920.82,996.68,869.32,987.48,987.48,106635790000
2009-06-01T05:00:00Z,923.26,956.23,888.86,919.32,919.32,112653150000
2009-05-01T05:00:00Z,872.74,930.17,866.1,919.14,919.14,131614940000
2009-04-01T05:00:00Z,793.59,888.7,783.32,872.81,872.81,138855320000
2009-03-01T05:00:00Z,729.57,832.98,666.79,797.87,797.87,161843640000
2009-02-01T05:00:00Z,823.09,875.01,734.52,735.09,735.09,124492210000
2009-01-01T05:00:00Z,902.99,943.85,804.3,825.88,825.88,112090640000
2008-12-01T05:00:00Z,888.61,918.85,815.69,903.25,903.25,112884470000
2008-11-01T05:00:00Z,968.67,1007.51,741.02,896.24,896.24,115660210000
2008-10-01T05:00:00Z,1164.17,1167.03,839.8,968.75,968.75,159823030000
2008-09-01T05:00:00Z,1287.83,1303.04,1106.42,1166.36,1166.36,140007320000
2008-08-01T05:00:00Z,1269.42,1313.15,1247.45,1282.83,1282.83,86266010000
2008-07-01T05:00:00Z,1276.69,1292.17,1200.44,1267.38,1267.38,124980570000
2008-06-01T05:00:00Z,1399.62,1404.05,1272,1280,1280,96614040000
2008-05-01T05:00:00Z,1385.97,1440.24,1373.07,1400.38,1400.38,80990480000
2008-04-01T05:00:00Z,1326.41,1404.57,1324.35,1385.59,1385.59,85978630000
2008-03-01T05:00:00Z,1330.45,1359.68,1256.98,1322.7,1322.7,93189170000
2008-02-01T05:00:00Z,1378.6,1396.02,1316.75,1330.63,1330.63,78536130000
2008-01-01T05:00:00Z,1467.97,1471.77,1270.05,1378.55,1378.55,98475340000
2007-12-01T05:00:00Z,1479.63,1523.57,1435.65,1468.36,1468.36,64821670000
2007-11-01T05:00:00Z,1545.79,1545.79,1406.1,1481.14,1481.14,86246950000
2007-10-01T05:00:00Z,1527.29,1576.09,1489.56,1549.38,1549.38,76022580000
2007-09-01T05:00:00Z,1473.96,1538.74,1439.29,1526.75,1526.75,57809700000
2007-08-01T05:00:00Z,1455.18,1503.89,1370.6,1473.99,1473.99,91381760000
2007-07-01T05:00:00Z,1504.66,1555.9,1454.25,1455.27,1455.27,70337430000
2007-06-01T05:00:00Z,1530.62,1540.56,1484.18,1503.35,1503.35,65322800000
2007-05-01T05:00:00Z,1482.37,1535.56,1476.7,1530.62,1530.62,64958050000
2007-04-01T05:00:00Z,1420.83,1498.02,1416.37,1482.37,1482.37,57032470000
2007-03-01T05:00:00Z,1406.8,1438.89,1363.98,1420.86,1420.86,67622250000
2007-02-01T05:00:00Z,1437.9,1461.57,1389.42,1406.82,1406.82,51844990000
2007-01-01T05:00:00Z,1418.03,1441.61,1403.97,1438.24,1438.24,56686200000
2006-12-01T05:00:00Z,1400.63,1431.81,1385.93,1418.3,1418.3,47578780000
2006-11-01T05:00:00Z,1377.76,1407.89,1360.98,1400.63,1400.63,55343930000
2006-10-01T05:00:00Z,1335.82,1389.45,1327.1,1377.94,1377.94,56793620000
2006-09-01T05:00:00Z,1303.8,1340.28,1290.93,1335.85,1335.85,49001440000
2006-08-01T05:00:00Z,1278.53,1306.74,1261.3,1303.82,1303.82,50485620000
2006-07-01T05:00:00Z,1270.06,1280.42,1224.54,1276.66,1276.66,46348220000
2006-06-01T05:00:00Z,1270.05,1290.68,1219.29,1270.2,1270.2,54873260000
2006-05-01T05:00:00Z,1310.61,1326.7,1245.34,1270.09,1270.09,54312830000
2006-04-01T05:00:00Z,1302.88,1318.16,1280.74,1310.61,1310.61,43308430000
2006-03-01T05:00:00Z,1280.66,1310.88,1268.42,1294.87,1294.87,50905040000
2006-02-01T05:00:00Z,1280.08,1297.57,1253.61,1280.66,1280.66,42859940000
2006-01-01T05:00:00Z,1248.29,1294.9,1245.74,1280.08,1280.08,49211650000
2005-12-01T05:00:00Z,1249.48,1275.8,1246.59,1248.29,1248.29,41756130000
2005-11-01T05:00:00Z,1207.01,1270.64,1201.07,1249.48,1249.48,45102870000
2005-10-01T05:00:00Z,1228.81,1233.34,1168.2,1207.01,1207.01,49793790000
2005-09-01T05:00:00Z,1220.33,1243.13,1205.35,1228.81,1228.81,44777510000
2005-08-01T05:00:00Z,1234.18,1245.86,1201.07,1220.33,1220.33,42030090000
2005-07-01T05:00:00Z,1191.33,1245.15,1183.55,1234.18,1234.18,37464670000
2005-06-01T05:00:00Z,1191.5,1219.59,1188.3,1191.33,1191.33,40334040000
2005-05-01T05:00:00Z,1156.85,1199.56,1146.18,1191.5,1191.5,39321990000
2005-04-01T05:00:00Z,1180.59,1191.88,1136.15,1156.85,1156.85,43424270000
2005-03-01T05:00:00Z,1203.6,1229.11,1163.69,1180.59,1180.59,39014150000
2005-02-01T05:00:00Z,1181.27,1212.44,1180.95,1203.6,1203.6,29297410000
2005-01-01T05:00:00Z,1211.92,1217.8,1163.75,1181.27,1181.27,31498800000
2004-12-01T05:00:00Z,1173.78,1217.33,1173.78,1211.92,1211.92,31102500000
2004-11-01T05:00:00Z,1130.2,1188.46,1127.6,1173.82,1173.82,30460280000
2004-10-01T05:00:00Z,1114.58,1142.05,1090.29,1130.2,1130.2,31511000000
2004-09-01T05:00:00Z,1104.24,1131.54,1099.18,1114.58,1114.58,26829870000
2004-08-01T05:00:00Z,1101.72,1109.68,1060.72,1104.24,1104.24,26586800000
2004-07-01T05:00:00Z,1140.84,1140.84,1078.78,1101.72,1101.72,29285600000
2004-06-01T05:00:00Z,1120.68,1146.34,1113.32,1140.84,1140.84,27529500000
2004-05-01T05:00:00Z,1107.3,1127.74,1076.32,1120.68,1120.68,29326400000
2004-04-01T05:00:00Z,1126.21,1150.57,1107.23,1107.3,1107.3,31611900000
2004-03-01T05:00:00Z,1144.94,1163.23,1087.16,1126.21,1126.21,33597900000
2004-02-01T05:00:00Z,1131.13,1158.98,1124.44,1144.94,1144.94,27985600000
2004-01-01T05:00:00Z,1111.92,1155.38,1105.08,1131.13,1131.13,32820000000
2003-12-01T05:00:00Z,1058.2,1112.56,1053.41,1111.92,1111.92,27839130000
2003-11-01T05:00:00Z,1050.71,1063.65,1031.2,1058.2,1058.2,24463220000
2003-10-01T05:00:00Z,995.97,1053.79,995.97,1050.71,1050.71,32298500000
2003-09-01T05:00:00Z,1008.01,1040.29,990.36,995.97,995.97,29940110000
2003-08-01T05:00:00Z,990.31,1011.01,960.84,1008.01,1008.01,24881470000
2003-07-01T05:00:00Z,974.5,1015.41,962.1,990.31,990.31,31553200000
2003-06-01T05:00:00Z,963.59,1015.33,963.59,974.5,974.5,31219400000
2003-05-01T05:00:00Z,916.92,965.38,902.83,963.59,963.59,30952100000
2003-04-01T05:00:00Z,848.18,924.24,847.85,916.92,916.92,29669610000
2003-03-01T05:00:00Z,841.15,895.9,788.9,848.18,848.18,30080030000
2003-02-01T05:00:00Z,855.7,864.64,806.29,841.15,841.15,25235300000
2003-01-01T05:00:00Z,879.82,935.05,840.34,855.7,855.7,30749580000
2002-12-01T05:00:00Z,936.31,954.28,869.45,879.82,879.82,25993640000
2002-11-01T05:00:00Z,885.76,941.82,872.05,936.31,936.31,29200960000
2002-10-01T05:00:00Z,815.28,907.44,768.63,885.76,885.76,37856310000
2002-09-01T05:00:00Z,916.07,924.02,800.2,815.28,815.28,27723710000
2002-08-01T05:00:00Z,911.62,965,833.44,916.07,916.07,29298400000
2002-07-01T05:00:00Z,989.82,994.46,775.68,911.62,911.62,42228720000
2002-06-01T05:00:00Z,1067.14,1070.74,952.92,989.82,989.82,29981510000
2002-05-01T05:00:00Z,1076.92,1106.59,1048.96,1067.14,1067.14,26905500000
2002-04-01T05:00:00Z,1147.39,1147.84,1063.46,1076.92,1076.92,28568900000
2002-03-01T05:00:00Z,1106.73,1173.94,1106.73,1147.39,1147.39,26563200000
2002-02-01T05:00:00Z,1130.2,1130.2,1074.36,1106.73,1106.73,26047600000
2002-01-01T05:00:00Z,1148.08,1176.97,1081.66,1130.2,1130.2,29746200000
2001-12-01T05:00:00Z,1139.45,1173.62,1114.53,1148.08,1148.08,25128570000
2001-11-01T05:00:00Z,1059.78,1163.38,1054.31,1139.45,1139.45,26330000000
2001-10-01T05:00:00Z,1040.94,1110.61,1026.76,1059.78,1059.78,29951280000
2001-09-01T05:00:00Z,1133.58,1155.4,944.75,1040.94,1040.94,25025290000
2001-08-01T05:00:00Z,1211.23,1226.27,1124.87,1133.58,1133.58,23359200000
2001-07-01T05:00:00Z,1224.42,1239.78,1165.54,1211.23,1211.23,23793710000
2001-06-01T05:00:00Z,1255.82,1286.62,1203.03,1224.38,1224.38,24748030000
2001-05-01T05:00:00Z,1249.46,1315.93,1232,1255.82,1255.82,24525900000
2001-04-01T05:00:00Z,1160.33,1269.3,1091.99,1249.46,1249.46,25409990000
2001-03-01T05:00:00Z,1239.94,1267.42,1081.19,1160.33,1160.33,27806610000
2001-02-01T05:00:00Z,1366.01,1376.38,1215.44,1239.94,1239.94,21644400000
2001-01-01T05:00:00Z,1320.28,1383.37,1274.62,1366.01,1366.01,27829800000
2000-12-01T05:00:00Z,1314.95,1389.05,1254.07,1320.28,1320.28,23610800000
2000-11-01T05:00:00Z,1429.4,1438.46,1294.9,1314.95,1314.95,20532300000
2000-10-01T05:00:00Z,1436.52,1454.82,1305.79,1429.4,1429.4,25951400000
2000-09-01T05:00:00Z,1517.68,1530.09,1419.44,1436.51,1436.51,20838300000
2000-08-01T05:00:00Z,1430.83,1525.21,1425.43,1517.68,1517.68,20363700000
2000-07-01T05:00:00Z,1454.6,1517.32,1413.89,1430.83,1430.83,19089100000
2000-06-01T05:00:00Z,1420.6,1488.93,1420.6,1454.6,1454.6,21738300000
2000-05-01T05:00:00Z,1452.43,1481.51,1361.09,1420.6,1420.6,19898300000
2000-04-01T05:00:00Z,1498.58,1527.19,1339.4,1452.43,1452.43,20106460000
2000-03-01T05:00:00Z,1366.42,1552.87,1346.62,1498.58,1498.58,26156200000
2000-02-01T05:00:00Z,1394.46,1444.55,1325.07,1366.42,1366.42,20912000000
2000-01-01T05:00:00Z,1469.25,1478,1350.14,1394.46,1394.46,21494400000
1999-12-01T05:00:00Z,1388.91,1473.1,1387.38,1469.25,1469.25,19640690000
1999-11-01T05:00:00Z,1362.93,1425.31,1346.41,1388.91,1388.91,18384820000
1999-10-01T05:00:00Z,1282.71,1373.17,1233.7,1362.93,1362.93,18832000000
1999-09-01T05:00:00Z,1320.41,1361.39,1256.26,1282.71,1282.71,16438700000
1999-08-01T05:00:00Z,1328.72,1382.84,1267.73,1320.41,1320.41,15818550000
1999-07-01T05:00:00Z,1372.71,1420.33,1328.49,1328.72,1328.72,15332930000
1999-06-01T05:00:00Z,1301.84,1372.93,1277.47,1372.71,1372.71,16079170000
1999-05-01T05:00:00Z,1335.18,1375.98,1277.31,1301.84,1301.84,15880260000
1999-04-01T05:00:00Z,1286.37,1371.56,1282.56,1335.18,1335.18,18523200000
1999-03-01T05:00:00Z,1238.33,1323.82,1216.03,1286.37,1286.37,18002500000
1999-02-01T05:00:00Z,1279.64,1283.84,1211.89,1238.33,1238.33,14555860000
1999-01-01T05:00:00Z,1229.23,1280.37,1205.46,1279.64,1279.64,16213500000
1998-12-01T05:00:00Z,1163.63,1244.93,1136.89,1229.23,1229.23,15181450000
1998-11-01T05:00:00Z,1098.67,1192.97,1098.67,1163.63,1163.63,13451280000
1998-10-01T05:00:00Z,1017.01,1103.78,923.32,1098.67,1098.67,18001650000
1998-09-01T05:00:00Z,957.28,1066.11,939.98,1017.01,1017.01,16714080000
1998-08-01T05:00:00Z,1120.67,1121.79,957.28,957.28,957.28,15071550000
1998-07-01T05:00:00Z,1133.84,1190.58,1114.3,1120.67,1120.67,14194800000
1998-06-01T05:00:00Z,1090.82,1145.15,1074.67,1133.84,1133.84,13551970000
1998-05-01T05:00:00Z,1111.75,1130.52,1074.39,1090.82,1090.82,11477140000
1998-04-01T05:00:00Z,1101.75,1132.98,1076.7,1111.75,1111.75,13656060000
1998-03-01T05:00:00Z,1049.34,1113.07,1030.87,1101.75,1101.75,13719590000
1998-02-01T05:00:00Z,980.28,1051.66,980.28,1049.34,1049.34,11656550000
1998-01-01T05:00:00Z,970.43,992.65,912.83,980.28,980.28,12733830000
1997-12-01T05:00:00Z,955.4,986.25,924.92,970.43,970.43,11958880000
1997-11-01T05:00:00Z,914.62,964.55,900.61,955.4,955.4,10173620000
1997-10-01T05:00:00Z,947.28,983.12,855.27,914.62,914.62,14017260000
1997-09-01T05:00:00Z,899.47,960.59,899.47,947.28,947.28,11383000000
1997-08-01T05:00:00Z,954.29,964.17,893.34,899.47,899.47,10606100000
1997-07-01T05:00:00Z,885.14,957.73,884.54,954.31,954.31,11958120000
1997-06-01T05:00:00Z,848.28,902.09,838.82,885.14,885.14,10857950000
1997-05-01T05:00:00Z,801.34,851.87,793.21,848.28,848.28,10106650000
1997-04-01T05:00:00Z,757.12,804.13,733.54,801.34,801.34,10454880000
1997-03-01T05:00:00Z,790.82,814.9,756.13,757.12,757.12,10120760000
1997-02-01T05:00:00Z,786.16,817.68,773.43,790.82,790.82,9715930000
1997-01-01T05:00:00Z,740.74,794.67,729.55,786.16,786.16,11635830000
